ID,Arenas,Artist,Aspects,BackArt,BackText,Cost,DoubleSided,EpicAction,FoilPrice,FrontArt,FrontText,HP,Keywords,LowFoilPrice,LowPrice,MarketPrice,Name,Number,Power,Rarity,Set,Subtitle,Traits,Type,Unique,VariantType
SHD-157,Ground,Rebecca Farrow,Aggression;Aggression,,,2,False,,0.22,https://cdn.swu-db.com/images/cards/SHD/157.png,"When Defeated: For each player with 15 or more damage on their base, draw a card.",3,,0.10,0.05,0.14,Bo-Katan Kryze,157,3,Uncommon,SHD,Fighting For Mandalore,MANDALORIAN;TROOPER,Unit,True,Normal
SHD-274,Ground,David Buisan,Aggression;Heroism,https://cdn.swu-db.com/images/cards/SHD/274-b.png,"On Attack: You may deal 1 damage to a unit. If you attacked with another Mandalorian unit this phase, you may deal 1 damage to a unit. (The same unit or a different unit.)",6,True,"Epic Action: If you control 6 or more resources, deploy this leader.",,https://cdn.swu-db.com/images/cards/SHD/274.png,"Action [{{Exhaust}}]: If you attacked with a Mandalorian unit this phase, deal 1 damage to a unit.",7,,,120.99,144.20,Bo-Katan Kryze,274,4,Rare,SHD,Princess in Exile,MANDALORIAN,Leader,True,Showcase
SHD-291,Ground,David Buisan,Aggression;Heroism,https://cdn.swu-db.com/images/cards/SHD/291-b.png,"On Attack: You may deal 1 damage to a unit. If you attacked with another Mandalorian unit this phase, you may deal 1 damage to a unit. (The same unit or a different unit.)",6,True,"Epic Action: If you control 6 or more resources, deploy this leader.",,https://cdn.swu-db.com/images/cards/SHD/291.png,"Action [{{Exhaust}}]: If you attacked with a Mandalorian unit this phase, deal 1 damage to a unit.",7,,,0.77,1.32,Bo-Katan Kryze,291,4,Rare,SHD,Princess in Exile,MANDALORIAN,Leader,True,Hyperspace
SHD-426,Ground,Rebecca Farrow,Aggression;Aggression,,,2,False,,2.07,https://cdn.swu-db.com/images/cards/SHD/426.png,"When Defeated: For each player with 15 or more damage on their base, draw a card.",3,,1.98,1.00,1.85,Bo-Katan Kryze,426,3,Uncommon,SHD,Fighting For Mandalore,MANDALORIAN;TROOPER,Unit,True,Hyperspace
SHD-008,Ground,Guillaume Ospital,Command;Heroism,https://cdn.swu-db.com/images/cards/SHD/008-b.png,Each other friendly unit that has 1 or more KEYWORDS gets +1/+0.,6,True,"Epic Action: If you control 6 or more resources, deploy this leader.",,https://cdn.swu-db.com/images/cards/SHD/008.png,"When you play a unit that has 1 or more KEYWORDS: You may exhaust this leader. If you do, give a friendly unit +1/+0 for this phase.",7,,,0.01,0.05,Boba Fett,008,4,Common,SHD,Daimyo,UNDERWORLD,Leader,True,Normal
SHD-270,Ground,Guillaume Ospital,Command;Heroism,https://cdn.swu-db.com/images/cards/SHD/270-b.png,Each other friendly unit that has 1 or more KEYWORDS gets +1/+0.,6,True,"Epic Action: If you control 6 or more resources, deploy this leader.",,https://cdn.swu-db.com/images/cards/SHD/270.png,"When you play a unit that has 1 or more KEYWORDS: You may exhaust this leader. If you do, give a friendly unit +1/+0 for this phase.",7,,,75.51,95.88,Boba Fett,270,4,Common,SHD,Daimyo,UNDERWORLD,Leader,True,Showcase
SHD-287,Ground,Guillaume Ospital,Command;Heroism,https://cdn.swu-db.com/images/cards/SHD/287-b.png,Each other friendly unit that has 1 or more KEYWORDS gets +1/+0.,6,True,"Epic Action: If you control 6 or more resources, deploy this leader.",,https://cdn.swu-db.com/images/cards/SHD/287.png,"When you play a unit that has 1 or more KEYWORDS: You may exhaust this leader. If you do, give a friendly unit +1/+0 for this phase.",7,,,0.01,0.15,Boba Fett,287,4,Common,SHD,Daimyo,UNDERWORLD,Leader,True,Hyperspace
SHD-224,,Eslam Aboshady,Cunning,,,2,False,,0.97,https://cdn.swu-db.com/images/cards/SHD/224.png,"Attach to a non-Vehicle unit. 
If attached unit is Boba Fett and damage would be dealt to him, prevent 2 of that damage.",2,,0.73,0.24,0.56,Boba Fett's Armor,224,2,Rare,SHD,,ITEM;ARMOR,Upgrade,True,Normal
SHD-491,,Eslam Aboshady,Cunning,,,2,False,,10.67,https://cdn.swu-db.com/images/cards/SHD/491.png,"Attach to a non-Vehicle unit. 
If attached unit is Boba Fett and damage would be dealt to him, prevent 2 of that damage.",2,,7.00,2.39,2.43,Boba Fett's Armor,491,2,Rare,SHD,,ITEM;ARMOR,Upgrade,True,Hyperspace
SHD-010,Ground,Amélie Hutt,Aggression;Villainy,https://cdn.swu-db.com/images/cards/SHD/010-b.png,When you collect a BOUNTY: You may collect that BOUNTY again. Use this ability only once each round.,5,True,"Epic Action: If you control 5 or more resources, deploy this leader.",,https://cdn.swu-db.com/images/cards/SHD/010.png,Action [{{Exhaust}}]: Deal 1 damage to a unit with a BOUNTY. You may give it +1/+0 for this phase.,6,,,0.01,0.04,Bossk,010,4,Common,SHD,Hunting His Prey,UNDERWORLD;BOUNTY HUNTER,Leader,True,Normal
SHD-272,Ground,Amélie Hutt,Aggression;Villainy,https://cdn.swu-db.com/images/cards/SHD/272-b.png,When you collect a BOUNTY: You may collect that BOUNTY again. Use this ability only once each round.,5,True,"Epic Action: If you control 5 or more resources, deploy this leader.",,https://cdn.swu-db.com/images/cards/SHD/272.png,Action [{{Exhaust}}]: Deal 1 damage to a unit with a BOUNTY. You may give it +1/+0 for this phase.,6,,,124.75,144.79,Bossk,272,4,Common,SHD,Hunting His Prey,UNDERWORLD;BOUNTY HUNTER,Leader,True,Showcase
SHD-289,Ground,Amélie Hutt,Aggression;Villainy,https://cdn.swu-db.com/images/cards/SHD/289-b.png,When you collect a BOUNTY: You may collect that BOUNTY again. Use this ability only once each round.,5,True,"Epic Action: If you control 5 or more resources, deploy this leader.",,https://cdn.swu-db.com/images/cards/SHD/289.png,Action [{{Exhaust}}]: Deal 1 damage to a unit with a BOUNTY. You may give it +1/+0 for this phase.,6,,,0.05,0.11,Bossk,289,4,Common,SHD,Hunting His Prey,UNDERWORLD;BOUNTY HUNTER,Leader,True,Hyperspace
SHD-254,Ground,Marc Escachx,,,,1,False,,0.15,https://cdn.swu-db.com/images/cards/SHD/254.png,"When Played: If you control another Bounty Hunter unit, you may deal 2 damage to a ground unit.",2,,0.04,0.01,0.04,Bounty Guild Initiate,254,1,Common,SHD,,BOUNTY HUNTER,Unit,False,Normal
SHD-515,Ground,Marc Escachx,,,,1,False,,0.23,https://cdn.swu-db.com/images/cards/SHD/515.png,"When Played: If you control another Bounty Hunter unit, you may deal 2 damage to a ground unit.",2,,0.19,0.05,0.17,Bounty Guild Initiate,515,1,Common,SHD,,BOUNTY HUNTER,Unit,False,Hyperspace
SHD-123,,Ignacio Bazan Lazcano,Command,,,1,False,,0.22,https://cdn.swu-db.com/images/cards/SHD/123.png,"Attached unit gains: ""Bounty - Search the top 5 cards of your deck, or 10 cards instead if this unit is unique, for a unit that costs 3 or less and play it for free."" (Put the other cards on the bottom of your deck in a random order.)",0,,0.10,0.05,0.12,Bounty Hunter's Quarry,123,0,Uncommon,SHD,,BOUNTY;CONDITION,Upgrade,False,Normal
SHD-392,,Ignacio Bazan Lazcano,Command,,,1,False,,2.40,https://cdn.swu-db.com/images/cards/SHD/392.png,"Attached unit gains: ""Bounty - Search the top 5 cards of your deck, or 10 cards instead if this unit is unique, for a unit that costs 3 or less and play it for free."" (Put the other cards on the bottom of your deck in a random order.)",0,,1.93,0.50,0.90,Bounty Hunter's Quarry,392,0,Uncommon,SHD,,BOUNTY;CONDITION,Upgrade,False,Hyperspace
SHD-228,,James Daly,Cunning,,,1,False,,0.17,https://cdn.swu-db.com/images/cards/SHD/228.png,"Search your deck for a Bounty upgrade, reveal it, and draw it. (Shuffle your deck.)
You may play that upgrade (paying its cost).",,,0.06,0.04,0.08,Bounty Posting,228,,Uncommon,SHD,,PLAN,Event,False,Normal
SHD-495,,James Daly,Cunning,,,1,False,,0.70,https://cdn.swu-db.com/images/cards/SHD/495.png,"Search your deck for a Bounty upgrade, reveal it, and draw it. (Shuffle your deck.)
You may play that upgrade (paying its cost).",,,0.25,0.24,0.31,Bounty Posting,495,,Uncommon,SHD,,PLAN,Event,False,Hyperspace
SHD-182,,Eric Hibbeler,Aggression,,,5,False,,0.20,https://cdn.swu-db.com/images/cards/SHD/182.png,"If you've defeated an enemy unit this phase, this event costs 2 less to play. 
Ready a unit.",,,0.10,0.01,0.12,Bravado,182,,Uncommon,SHD,,INNATE,Event,False,Normal
SHD-451,,Eric Hibbeler,Aggression,,,5,False,,1.59,https://cdn.swu-db.com/images/cards/SHD/451.png,"If you've defeated an enemy unit this phase, this event costs 2 less to play. 
Ready a unit.",,,1.14,0.38,0.82,Bravado,451,,Uncommon,SHD,,INNATE,Event,False,Hyperspace
SHD-038,,Eslam AboShady,Vigilance;Villainy,,,2,False,,0.21,https://cdn.swu-db.com/images/cards/SHD/038.png,"Action: If an enemy unit was defeated this phase, play this upgrade from your discard pile (paying its cost).",2,,0.09,0.04,0.12,Brutal Traditions,038,1,Uncommon,SHD,,LEARNED,Upgrade,False,Normal
SHD-315,,Eslam AboShady,Vigilance;Villainy,,,2,False,,0.71,https://cdn.swu-db.com/images/cards/SHD/315.png,"Action: If an enemy unit was defeated this phase, play this upgrade from your discard pile (paying its cost).",2,,0.56,0.15,0.34,Brutal Traditions,315,1,Uncommon,SHD,,LEARNED,Upgrade,False,Hyperspace
SHD-014,Ground,Marc Escachx,Cunning;Villainy,https://cdn.swu-db.com/images/cards/SHD/014-b.png,"RAID 2 (This unit gets +2/+0 while attacking.)
When you play an Underworld card: You may choose an opponent. They choose a unit they control. Deal 2 damage to it. Use this ability only once each round.",6,True,"Epic Action: If you control 6 or more resources, deploy this leader.",,https://cdn.swu-db.com/images/cards/SHD/014.png,"When you play an Underworld card: You may exhaust this leader. If you do, an opponent chooses a unit they control. Deal 1 damage to it.",8,,,0.01,0.06,Cad Bane,014,2,Common,SHD,He Who Needs No Introduction,UNDERWORLD;BOUNTY HUNTER,Leader,True,Normal
SHD-276,Ground,Marc Escachx,Cunning;Villainy,https://cdn.swu-db.com/images/cards/SHD/276-b.png,"RAID 2 (This unit gets +2/+0 while attacking.)
When you play an Underworld card: You may choose an opponent. They choose a unit they control. Deal 2 damage to it. Use this ability only once each round.",6,True,"Epic Action: If you control 6 or more resources, deploy this leader.",,https://cdn.swu-db.com/images/cards/SHD/276.png,"When you play an Underworld card: You may exhaust this leader. If you do, an opponent chooses a unit they control. Deal 1 damage to it.",8,,,275.00,232.44,Cad Bane,276,2,Common,SHD,He Who Needs No Introduction,UNDERWORLD;BOUNTY HUNTER,Leader,True,Showcase
SHD-293,Ground,Marc Escachx,Cunning;Villainy,https://cdn.swu-db.com/images/cards/SHD/293-b.png,"RAID 2 (This unit gets +2/+0 while attacking.)
When you play an Underworld card: You may choose an opponent. They choose a unit they control. Deal 2 damage to it. Use this ability only once each round.",6,True,"Epic Action: If you control 6 or more resources, deploy this leader.",,https://cdn.swu-db.com/images/cards/SHD/293.png,"When you play an Underworld card: You may exhaust this leader. If you do, an opponent chooses a unit they control. Deal 1 damage to it.",8,,,0.05,0.14,Cad Bane,293,2,Common,SHD,He Who Needs No Introduction,UNDERWORLD;BOUNTY HUNTER,Leader,True,Hyperspace
SHD-039,,Amad Mir,Vigilance;Villainy,,,4,False,,,https://cdn.swu-db.com/images/cards/SHD/039.png,"Defeat a non-leader unit that costs 3 or less. For each upgrade that was on that unit, give an Experience token to a friendly unit.",,,,0.09,0.16,Calculated Lethality,039,,Special,SHD,,TACTIC,Event,False,Normal
SHD-066,Ground,Thomas Wievegg,Vigilance,,,6,False,,0.12,https://cdn.swu-db.com/images/cards/SHD/066.png,"Shielded (When you play this unit, give a Shield token to it.) 
When Played: If you control another Vigilance unit, heal 4 damage from your base.",6,Shielded,0.02,0.01,0.05,Cargo Juggernaut,066,4,Common,SHD,,VEHICLE;TANK,Unit,False,Normal
SHD-340,Ground,Thomas Wievegg,Vigilance,,,6,False,,0.32,https://cdn.swu-db.com/images/cards/SHD/340.png,"Shielded (When you play this unit, give a Shield token to it.) 
When Played: If you control another Vigilance unit, heal 4 damage from your base.",6,Shielded,0.19,0.07,0.12,Cargo Juggernaut,340,4,Common,SHD,,VEHICLE;TANK,Unit,False,Hyperspace
SHD-195,Space,Sebastián Guidobono,Cunning;Heroism,,,1,False,,0.15,https://cdn.swu-db.com/images/cards/SHD/195.png,"Bounty - Draw a card. (When this unit is defeated or captured, your opponent collects its bounty.)",3,Bounty,0.06,0.02,0.10,Cartel Turncoat,195,2,Common,SHD,,UNDERWORLD;VEHICLE;FIGHTER,Unit,False,Normal
SHD-464,Space,Sebastián Guidobono,Cunning;Heroism,,,1,False,,0.90,https://cdn.swu-db.com/images/cards/SHD/464.png,"Bounty - Draw a card. (When this unit is defeated or captured, your opponent collects its bounty.)",3,Bounty,0.63,0.15,0.52,Cartel Turncoat,464,2,Common,SHD,,UNDERWORLD;VEHICLE;FIGHTER,Unit,False,Hyperspace
SHD-148,Ground,Sandra Chlewińska,Aggression;Heroism,,,3,False,,1.48,https://cdn.swu-db.com/images/cards/SHD/148.png,"Smuggle [C=5 Aggression Heroism] (If this card is a resource, you may play him for his smuggle cost. Replace it with the top card of your deck.) 
When played using Smuggle: Ready this unit.",5,Smuggle,1.00,0.87,1.56,Cassian Andor,148,3,Uncommon,SHD,Rebellions Are Built On Hope,REBEL,Unit,True,Normal
SHD-417,Ground,Sandra Chlewińska,Aggression;Heroism,,,3,False,,21.92,https://cdn.swu-db.com/images/cards/SHD/417.png,"Smuggle [C=5 Aggression Heroism] (If this card is a resource, you may play him for his smuggle cost. Replace it with the top card of your deck.) 
When played using Smuggle: Ready this unit.",5,Smuggle,17.03,9.30,9.84,Cassian Andor,417,3,Uncommon,SHD,Rebellions Are Built On Hope,REBEL,Unit,True,Hyperspace
SHD-238,Ground,French Carlomagno,Villainy,,,3,False,,,https://cdn.swu-db.com/images/cards/SHD/238.png,Sentinel (Units in this arena can't attack your non-Sentinel units or your base.),3,Sentinel,,0.11,0.13,Cell Block Guard,238,3,Special,SHD,,IMPERIAL;TROOPER,Unit,False,Normal
SHD-216,Ground,Omercan Cirit,Cunning,,,4,False,,0.07,https://cdn.swu-db.com/images/cards/SHD/216.png,"Ambush (When you play this unit, it may ready and attack an enemy unit.) 
On Attack: If the defender has a Bounty, it gets -4/-0 for this attack.",2,Ambush,0.02,0.01,0.04,Chain Code Collector,216,4,Common,SHD,,UNDERWORLD;BOUNTY HUNTER,Unit,False,Normal
SHD-484,Ground,Omercan Cirit,Cunning,,,4,False,,0.24,https://cdn.swu-db.com/images/cards/SHD/484.png,"Ambush (When you play this unit, it may ready and attack an enemy unit.) 
On Attack: If the defender has a Bounty, it gets -4/-0 for this attack.",2,Ambush,0.15,0.05,0.13,Chain Code Collector,484,4,Common,SHD,,UNDERWORLD;BOUNTY HUNTER,Unit,False,Hyperspace
SHD-050,Ground,Leonardo Giammichele,Vigilance;Heroism,,,8,False,,0.69,https://cdn.swu-db.com/images/cards/SHD/050.png,"Grit 
When Played: You may defeat a unit with 5 or less remaining HP. 
Smuggle [C=9 Aggression Heroism]",10,Grit;Smuggle,0.48,0.25,0.55,Chewbacca,050,4,Rare,SHD,Pykesbane,UNDERWORLD;WOOKIEE,Unit,True,Normal
SHD-325,Ground,Leonardo Giammichele,Vigilance;Heroism,,,8,False,,5.76,https://cdn.swu-db.com/images/cards/SHD/325.png,"Grit 
When Played: You may defeat a unit with 5 or less remaining HP. 
Smuggle [C=9 Aggression Heroism]",10,Grit;Smuggle,4.55,2.05,3.52,Chewbacca,325,4,Rare,SHD,Pykesbane,UNDERWORLD;WOOKIEE,Unit,True,Hyperspace
SHD-132,,French Carlomagno,Command,,,7,False,,0.72,https://cdn.swu-db.com/images/cards/SHD/132.png,Choose a friendly non-leader unit and an enemy non-leader unit. Exchange control of those units.,,,0.47,0.25,0.56,Choose Sides,132,,Rare,SHD,,PLAN,Event,False,Normal
SHD-401,,French Carlomagno,Command,,,7,False,,5.02,https://cdn.swu-db.com/images/cards/SHD/401.png,Choose a friendly non-leader unit and an enemy non-leader unit. Exchange control of those units.,,,4.69,1.52,4.61,Choose Sides,401,,Rare,SHD,,PLAN,Event,False,Hyperspace
SHD-169,Ground,Kevin Libranda,Aggression,,,5,False,,0.13,https://cdn.swu-db.com/images/cards/SHD/169.png,"Raid 3 (This unit gets +3/+0 while attacking.) 
While this unit is upgraded, it gains Overwhelm. (When attacking an enemy unit, deal excess damage to the opponent's base.)",6,Overwhelm;Raid,0.06,0.02,0.06,Clan Challengers,169,3,Common,SHD,,MANDALORIAN;TROOPER,Unit,False,Normal
SHD-438,Ground,Kevin Libranda,Aggression,,,5,False,,0.65,https://cdn.swu-db.com/images/cards/SHD/438.png,"Raid 3 (This unit gets +3/+0 while attacking.) 
While this unit is upgraded, it gains Overwhelm. (When attacking an enemy unit, deal excess damage to the opponent's base.)",6,Overwhelm;Raid,0.30,0.15,0.28,Clan Challengers,438,3,Common,SHD,,MANDALORIAN;TROOPER,Unit,False,Hyperspace
SHD-035,Space,Ignacio Bazan Lazcano,Vigilance;Villainy,,,6,False,,0.20,https://cdn.swu-db.com/images/cards/SHD/035.png,"Sentinel (Units in this arena can't attack your non-Sentinel units or your base.) 
When this unit is attacked: You may give an Experience token to a unit (before damage is dealt).",5,Sentinel,0.08,0.04,0.12,Clan Saxon Gauntlet,035,4,Uncommon,SHD,,MANDALORIAN;VEHICLE;TRANSPORT,Unit,False,Normal
SHD-312,Space,Ignacio Bazan Lazcano,Vigilance;Villainy,,,6,False,,1.59,https://cdn.swu-db.com/images/cards/SHD/312.png,"Sentinel (Units in this arena can't attack your non-Sentinel units or your base.) 
When this unit is attacked: You may give an Experience token to a unit (before damage is dealt).",5,Sentinel,1.48,0.69,0.98,Clan Saxon Gauntlet,312,4,Uncommon,SHD,,MANDALORIAN;VEHICLE;TRANSPORT,Unit,False,Hyperspace
SHD-040,Ground,Erik Ly,Vigilance;Heroism,,,2,False,,0.17,https://cdn.swu-db.com/images/cards/SHD/040.png,When Played: Give an Experience token to a unit.,2,,0.07,0.03,0.05,Clan Wren Rescuer,040,1,Common,SHD,,MANDALORIAN;TROOPER,Unit,False,Normal
SHD-316,Ground,Erik Ly,Vigilance;Heroism,,,2,False,,0.52,https://cdn.swu-db.com/images/cards/SHD/316.png,When Played: Give an Experience token to a unit.,2,,0.14,0.14,0.24,Clan Wren Rescuer,316,1,Common,SHD,,MANDALORIAN;TROOPER,Unit,False,Hyperspace
SHD-095,Ground,Markus Lenz,Command;Heroism,,,1,False,,0.16,https://cdn.swu-db.com/images/cards/SHD/095.png,"Restore 1 (When this unit attacks, heal 1 damage from your base.) 
Bounty - Draw a card. (When this unit is defeated or captured, your opponent collects its bounty.)",3,Bounty;Restore,0.10,0.01,0.07,Clone Deserter,095,2,Common,SHD,,FRINGE;CLONE,Unit,False,Normal
SHD-364,Ground,Markus Lenz,Command;Heroism,,,1,False,,0.46,https://cdn.swu-db.com/images/cards/SHD/364.png,"Restore 1 (When this unit attacks, heal 1 damage from your base.) 
Bounty - Draw a card. (When this unit is defeated or captured, your opponent collects its bounty.)",3,Bounty;Restore,0.10,0.09,0.25,Clone Deserter,364,2,Common,SHD,,FRINGE;CLONE,Unit,False,Hyperspace
SHD-210,Ground,Mickael Balloul,Cunning,,,2,False,,0.12,https://cdn.swu-db.com/images/cards/SHD/210.png,"Ambush (When you play this unit, it may ready and attack an enemy unit.)",1,Ambush,0.05,0.02,0.08,Cloud-Rider,210,3,Common,SHD,,UNDERWORLD,Unit,False,Normal
SHD-478,Ground,Mickael Balloul,Cunning,,,2,False,,0.42,https://cdn.swu-db.com/images/cards/SHD/478.png,"Ambush (When you play this unit, it may ready and attack an enemy unit.)",1,Ambush,0.18,0.08,0.29,Cloud-Rider,478,3,Common,SHD,,UNDERWORLD,Unit,False,Hyperspace
SHD-115,Ground,Ario Murti,Command,,,3,False,,1.04,https://cdn.swu-db.com/images/cards/SHD/115.png,"When Defeated: Search the top 10 cards of your deck for a unit that costs 2 or less and discard it. For this phase, you may play that card from your discard pile for free.",2,,0.74,0.49,0.77,Cobb Vanth,115,3,Rare,SHD,The Marshal,FRINGE;OFFICIAL,Unit,True,Normal
SHD-384,Ground,Ario Murti,Command,,,3,False,,8.43,https://cdn.swu-db.com/images/cards/SHD/384.png,"When Defeated: Search the top 10 cards of your deck for a unit that costs 2 or less and discard it. For this phase, you may play that card from your discard pile for free.",2,,7.13,3.83,3.83,Cobb Vanth,384,3,Rare,SHD,The Marshal,FRINGE;OFFICIAL,Unit,True,Hyperspace
SHD-111,Space,Mark Zhang,Command,,,2,False,,0.14,https://cdn.swu-db.com/images/cards/SHD/111.png,"Smuggle [C=3 Command] (If this card is a resource, you may play it for its smuggle cost. Replace it with the top card of your deck.)",2,Smuggle,0.07,0.01,0.08,Collections Starhopper,111,2,Common,SHD,,UNDERWORLD;VEHICLE;FIGHTER,Unit,False,Normal
SHD-380,Space,Mark Zhang,Command,,,2,False,,0.23,https://cdn.swu-db.com/images/cards/SHD/380.png,"Smuggle [C=3 Command] (If this card is a resource, you may play it for its smuggle cost. Replace it with the top card of your deck.)",2,Smuggle,0.10,0.03,0.12,Collections Starhopper,380,2,Common,SHD,,UNDERWORLD;VEHICLE;FIGHTER,Unit,False,Hyperspace
SHD-127,,Amad Mir,Command,,,1,False,,0.14,https://cdn.swu-db.com/images/cards/SHD/127.png,"Search the top 10 cards of your deck for a Bounty Hunter, Item, or Transport card, reveal it, and draw it. (Put the other cards on the bottom of your deck in a random order.) 
Smuggle [C=3 {Command}]",,,0.04,0.02,0.09,Commission,127,,Uncommon,SHD,,SUPPLY,Event,False,Normal
SHD-396,,Amad Mir,Command,,,1,False,,0.91,https://cdn.swu-db.com/images/cards/SHD/396.png,"Search the top 10 cards of your deck for a Bounty Hunter, Item, or Transport card, reveal it, and draw it. (Put the other cards on the bottom of your deck in a random order.) 
Smuggle [C=3 {Command}]",,,0.50,0.22,0.27,Commission,396,,Uncommon,SHD,,SUPPLY,Event,False,Hyperspace
SHD-042,Space,André Mealha,Vigilance;Heroism,,,3,False,,1.01,https://cdn.swu-db.com/images/cards/SHD/042.png,"Sentinel (Units in this arena can't attack your non-Sentinel units or your base.) 
This unit gets +2/+0 while defending.",4,Sentinel,0.80,0.50,0.77,Concord Dawn Interceptors,042,1,Uncommon,SHD,,MANDALORIAN;VEHICLE;FIGHTER,Unit,False,Normal
SHD-318,Space,André Mealha,Vigilance;Heroism,,,3,False,,9.69,https://cdn.swu-db.com/images/cards/SHD/318.png,"Sentinel (Units in this arena can't attack your non-Sentinel units or your base.) 
This unit gets +2/+0 while defending.",4,Sentinel,7.20,4.54,7.67,Concord Dawn Interceptors,318,1,Uncommon,SHD,,MANDALORIAN;VEHICLE;FIGHTER,Unit,False,Hyperspace
SHD-262,,French Carlomagno,,,,1,False,,,https://cdn.swu-db.com/images/cards/SHD/262.png,Defeat an upgrade.,,,,0.23,0.32,Confiscate,262,,Special,SHD,,LAW,Event,False,Normal
SHD-025,,Adrien Girod,Cunning,,,,False,,,https://cdn.swu-db.com/images/cards/SHD/025.png,,30,,,0.01,0.05,Coronet City,025,,Common,SHD,Corellia,,Base,False,Normal
SHD-303,,Adrien Girod,Cunning,,,,False,,,https://cdn.swu-db.com/images/cards/SHD/303.png,,30,,,0.05,0.14,Coronet City,303,,Common,SHD,Corellia,,Base,False,Hyperspace
SHD-199,Ground,Omercan Cirit,Cunning;Heroism,,,3,False,,0.13,https://cdn.swu-db.com/images/cards/SHD/199.png,On Attack: You may ready a resource.,4,,0.09,0.04,0.09,Coruscant Dissident,199,3,Uncommon,SHD,,UNDERWORLD;TWI'LEK,Unit,False,Normal
SHD-467,Ground,Omercan Cirit,Cunning;Heroism,,,3,False,,0.67,https://cdn.swu-db.com/images/cards/SHD/467.png,On Attack: You may ready a resource.,4,,0.35,0.14,0.30,Coruscant Dissident,467,3,Uncommon,SHD,,UNDERWORLD;TWI'LEK,Unit,False,Hyperspace
SHD-075,,Eslam Aboshady,Vigilance,,,1,False,,0.15,https://cdn.swu-db.com/images/cards/SHD/075.png,"Heal 2 damage from a unit and give an Experience token to it.
Smuggle [C=3 Vigilance] (If this card is a resource, you may play it for its smuggle cost. Replace it with the top card of your deck.)",,,0.05,0.05,0.08,Covert Strength,075,,Common,SHD,,TACTIC,Event,False,Normal
SHD-348,,Eslam Aboshady,Vigilance,,,1,False,,0.77,https://cdn.swu-db.com/images/cards/SHD/348.png,"Heal 2 damage from a unit and give an Experience token to it.
Smuggle [C=3 Vigilance] (If this card is a resource, you may play it for its smuggle cost. Replace it with the top card of your deck.)",,,0.49,0.15,0.30,Covert Strength,348,,Common,SHD,,TACTIC,Event,False,Hyperspace
SHD-171,Ground,Amad Mir,Aggression,,,6,False,,0.07,https://cdn.swu-db.com/images/cards/SHD/171.png,"Grit (This unit gets +1/+0 for each damage on it.) 
When Played/On Attack: You may deal 2 damage to a unit with a Bounty.",5,Grit,0.04,0.01,0.04,Covetous Rivals,171,5,Common,SHD,,BOUNTY HUNTER,Unit,False,Normal
SHD-440,Ground,Amad Mir,Aggression,,,6,False,,0.22,https://cdn.swu-db.com/images/cards/SHD/440.png,"Grit (This unit gets +1/+0 for each damage on it.) 
When Played/On Attack: You may deal 2 damage to a unit with a Bounty.",5,Grit,0.20,0.01,0.10,Covetous Rivals,440,5,Common,SHD,,BOUNTY HUNTER,Unit,False,Hyperspace
SHD-209,Ground,Aitor Prieto,Cunning,,,1,False,,0.11,https://cdn.swu-db.com/images/cards/SHD/209.png,When Played: You may return a non-unique upgrade to its owner's hand.,1,,0.05,0.01,0.06,Criminal Muscle,209,2,Common,SHD,,UNDERWORLD,Unit,False,Normal
SHD-477,Ground,Aitor Prieto,Cunning,,,1,False,,0.33,https://cdn.swu-db.com/images/cards/SHD/477.png,When Played: You may return a non-unique upgrade to its owner's hand.,1,,0.10,0.05,0.18,Criminal Muscle,477,2,Common,SHD,,UNDERWORLD,Unit,False,Hyperspace
SHD-156,,Denis Medri,Aggression;Heroism,,,2,False,,0.18,https://cdn.swu-db.com/images/cards/SHD/156.png,Draw a card. Each opponent who controls more resources than you discards a card from their hand.,,,0.05,0.02,0.10,Cripple Authority,156,,Uncommon,SHD,,TRICK,Event,False,Normal
SHD-425,,Denis Medri,Aggression;Heroism,,,2,False,,0.51,https://cdn.swu-db.com/images/cards/SHD/425.png,Draw a card. Each opponent who controls more resources than you discards a card from their hand.,,,0.48,0.19,0.21,Cripple Authority,425,,Uncommon,SHD,,TRICK,Event,False,Hyperspace
SHD-087,Ground,Mickael Balloul,Command;Villainy,,,4,False,,0.24,https://cdn.swu-db.com/images/cards/SHD/087.png,"Action [C=2]: This unit gets +1/+0 for this phase. 
Action [Exhaust]: This unit deals damage equal to his power to an enemy ground unit.",6,,0.05,0.04,0.17,Crosshair,087,2,Uncommon,SHD,Following Orders,IMPERIAL;CLONE;TROOPER,Unit,True,Normal
SHD-356,Ground,Mickael Balloul,Command;Villainy,,,4,False,,2.23,https://cdn.swu-db.com/images/cards/SHD/356.png,"Action [C=2]: This unit gets +1/+0 for this phase. 
Action [Exhaust]: This unit deals damage equal to his power to an enemy ground unit.",6,,1.15,0.30,0.69,Crosshair,356,2,Uncommon,SHD,Following Orders,IMPERIAL;CLONE;TROOPER,Unit,True,Hyperspace
SHD-213,Ground,Kyle Petchock,Cunning,,,3,False,,2.89,https://cdn.swu-db.com/images/cards/SHD/213.png,"Smuggle [{C=7} {Cunning} {Cunning}]
When played using Smuggle: Take control of an enemy resource. When this unit leaves play, that resource's owner takes contol of it.",5,,1.00,0.35,0.71,DJ,213,3,Legendary,SHD,Blatant Thief,UNDERWORLD,Unit,True,Normal
